candidate,modifier,target,category
B009I4XHQI,is a black  tshirt with curcular logo and is black with a circular design,B00BPYB8BA,shirt
B00CIPJ4L6,is a dark red flannel shirt and has a slightly smaller and darker pattern,B007TXBK5U,shirt
B002HMCMRS,has shorter sleeves and is white and is a lighter color,B001JJBFQY,shirt
B00AIYCM8G,has a lighter orange color with art in the middle and is more orange,B00AOJH6NG,shirt
B00A8S60QM,is white with black designs and is less formal,B005CMGWV2,shirt
B003YM8350,is more basic and is a solid black color,B0014GU3GA,shirt
B009MJWB02,has blue colors and is more colorful,B00C0COJOY,shirt
B00DR7G6CE,Grey and has animals on it and is more simple,B00CTDEJO4,shirt
B00CC71R74,has stripes and a v shaped neck. and is v necked and striped,B009VDUNQ8,shirt
B00347LZ3C,Is grey and more wordy and is lighter and masculine,B005M2CFQS,shirt
B0037TPECK,is black and slim and is less fay,B00DR8PD3G,shirt
B001XUSB1Q,A lighter color t-shirt with short sleeves. and is a white t shirt,B006TVBUUS,shirt
B003YAXS1Q,Is grey and has buttons and is gray without stripes,B004LES2Q0,shirt
B005PCKKV2,Shorter sleeves and no tie and has shorter sleeves and is more casual,B00BLR6ZMS,shirt
B0015LKFDK,Longer sleeve and longer sleeves and two pockets,B002617RQG,shirt
B0085CBX1K,Is grey and has a more colorful graphic and is grey with black text,B005KT4MDM,shirt
B003006YZW,is black short sleeved t-shirt with hulk image and has a clearer defined graphic of the hulk,B0099I5XDI,shirt
B001PIMZ3Q,fitted and with red  and black logo and has long sleeves and is whiter,B001TT4J3K,shirt
B008PYQGY2,has shorter sleeves and no buttons and collar and Is shorter sleeved,B0036JLGW8,shirt
B007VI2G24,has a brighter color and is brighter in color,B004VP780U,shirt
B0072D8LV8,is darker and has a picture of a woman on it and is darker with a depiction of a man.,B004TU74ME,shirt
B00AYQQ6OE,is dark with an a big image and is a darker color,B004TN2IFO,shirt
B00DGWR5TS,is purple with yellow designs and more yellow text,B00COLCON4,shirt
B008HQ7Q9C,is a black shirt with a cartoon image and Desired item pictures Peter Griffin as Superman,B004C3MQBC,shirt
B004YO9YEG,Is a green Hurley tank top. and has shorter sleeves and is lighter in color,B00AK45BRI,shirt
B0028K3994,is marron and is more formal,B001DYSKT0,shirt
B00DYSQH98,is black with white designs and is darker,B0074ARXFY,shirt
B00CMVVRSO,this  Black t shirt is more loose and is dark black color,B0036BVD2Y,shirt
B00CXMYX1U,Has a different 'VW' logo and has no words,B007L57EDI,shirt
B007QPASTK,a lighter black and is the same,B007QPAUAC,shirt
B003XVYY1O,is black with green words and is black with text and a tshirt.,B00CNDX0H2,shirt
B000VTI5MA,is a feminine t-shirt and is long-sleeved and more slim fit,B009CG8WS0,shirt
B00BXQNBY2,is lighter cray and casual and is lighter grey,B007HOOLN4,shirt
B00DPK3BEE,is black with under armour logo and has no orange,B00AM2JXAO,shirt
B007VYQV24,is black with The Godfather graphic and is more relaxed fit and is more colorful,B001ULD8DO,shirt
B00EA95PBG,has a darker logo and ha sorange lettering,B00BEX36M6,shirt
B00CAY6OFO,has longer sleeves and is solid black and has long sleeves and a collar,B0058EPY5O,shirt
B0089YE35C,is blue with a bright yellow design and is blue colored,B00DKDMA4I,shirt
B009EYSJF6,is a dark grey with a black chest logo and Is darker and less colorful.,B008BDAHO2,shirt
B00383YAMK,is grey and has a shark graphic and is more grey,B003UT6REG,shirt
B007SNS72K,Darker red and simpler design and is less simpsons oriented,B005FZVHQQ,shirt
B009SDRDYG,is more manly and whiter and is white with colorful logo,B00BUZZ4J6,shirt
B0096A1I38,The shirt is black and white in color. and is tighter,B0096A1ML6,shirt
B0048KTEPU,contains long sleeves and has a larger checker pattern and Has longer sleeves,B00AZNWC6M,shirt
B0026GSGZM,is gray and long sleeved and is lighter and has longer sleeves,B003BR0S42,shirt
B009I4YIBQ,is green and is more brightly colored,B00C3NZVFG,shirt
B00CKCNI2I,is blue in color and has no pattern,B001AMHYPG,shirt
B003D09I16,is shorter with cards and is black with white logo,B005DPO7PG,shirt
B0072D7A3I,A brown T shirt with a Native American on it and Brown picturing an American Indian in cultural dress,B009ZYOYW2,shirt
B003BSCIAI,is a masculine white t-shirt with animal humor graphic and is white tee shirt,B000UZ8H00,shirt
B004U75S6U,is large and bright colored and is red and has no logo markings,B00A8IW35Y,shirt
B00A8WVFOA,is white with pink abs on it and is much lighter in color,B009V36LTQ,shirt
B000U09IHQ,white colored and lighter graphic print and has a picture of bull terrier,B000X1OE0I,shirt
B000BNJQJC,is more solid and darker and it is brown and plain,B00BDRU1OE,shirt
B00B8TJ850,a gray tee with a mans face and gray with face graphic on front,B005AL3N2Q,shirt
B009MP1WB0,is lighter and has different colors,B00CVT2QCS,shirt
B0078KLT78,Is more pocketed and lighter and is lighter,B007FOOCR6,shirt
B009ETVF4S,is darker and Is darker and more graphic.,B009KGPZW8,shirt
B00AJWOKJQ,is light blue and is a solid blue polo,B0051EQ7Q6,shirt
B000IMYMYK,is more manly and american and is black with a large design,B005LRSA9K,shirt
B009UTSCQG,is blue with white designs and is blue,B00DCBQD28,shirt
B00863DEJM,is gray with a large logo and is darker,B00196NLFU,shirt
B008ZBR29I,is a purple button down and is a light purple shirt and is more formal,B004I1LGV4,shirt
B0038OVQAS,has shorter sleeves and has much shorter sleeves,B006HT4YKU,shirt
B00DUZCDXO,The shirt is white with blue writing Greek letters. and is white colored with graphic on the back,B00EUSTDWO,shirt
B00B8871LO,hsa sleeves and Is less colorful with longer sleeves.,B00B29EHL6,shirt
B00CTKTWIA,is black with white words and has only words and no graphic,B00CDS2QUY,shirt
B005WYCH1Y,is written life isn't fair and is less nerdy,B000BNZDC6,shirt
B00AZWVX1S,is white in color and plain and is more solid colored,B006201K6U,shirt
B002JIO066,The shirt is blue in color has buttons and a collar. and Desired item is a light blue work shirt,B004LQ1OEU,shirt
B0026SSX94,is lighter and is gray and has a trumpet on it,B000V2Y8QE,shirt
B00AXL8A3A,Is darker in color and is darker and has a tiger,B004M45JZ6,shirt
B009M5Q1FM,is lighter and has more red on it,B0094AFNBI,shirt
B00C2O3YB4,is daker and covers more and is darker and has longer sleeves,B003VAS828,shirt
B001O883S8,the stripes are purple not blue and darker color,B001O883SS,shirt
B00AY4796U,Is white and more masculine and is lighter in color,B001JP5IBG,shirt
B009VDFT0I,is a long sleeved teal shirt with colored stripes and is darker with vertical stripes,B0091GJO8S,shirt
B005HARM8G,Has shorter sleeves and is a lighter blue and A black t shirt with white/ red letters on front,B000YV3RBO,shirt
B004HL3BOA,Is black and more casual and is darker,B0048IXNFO,shirt
B001KY04CO,Is flannel with buttons.0 and is a plaid button down,B00E5RKIG0,shirt
B008BA602S,is lighter and light grey,B00AQHYLCU,shirt
B00B58TSYA,has shorter sleeves and smaller logo and has shorter sleeves,B00544FZ8O,shirt
B009PMSUU6,is black with people on it and A solid black shirt with people on front,B009L35UCK,shirt
B0079K5HO8,is darker and less graphic and is black with a graphic on it,B0087NCJOM,shirt
B004X1CWEO,is lighter with different graphics and has less red colors,B008OAO5MC,shirt
B001YK4GNC,is status 42 collar stays in assorted sizes and is cylindrical with horizontal lettering,B001I2W0EI,shirt
B000BPUW3O,is less graphical and black with blue graphics,B003TWNP9O,shirt
B00C5R0XLM,is short sleeved white shirt with black figures and Desired item is white with gothic female pictured,B00C200RM2,shirt
B00B8ZJUXO,is green with a white logo and is more colorful,B006T97KOU,shirt
B007ZLJITQ,is beige and is tan and more polo-style,B008LIMNO4,shirt
B0066VBM7W,is short sleeved and Has shorter sleeves & a smaller graphic,B0012CRNU0,shirt
B004ISKI3E,is yellow without prints and it is yellow and do not have a pocket,B007KIB7FW,shirt
B0099I3D7Q,is brown with white writing and is darker,B0048KVHMS,shirt
B003OQVMK4,has longer sleeves with black and grey strips and is darker and has longer sleeves,B008YFUQPC,shirt
B007K1R6RW,The shirt is black in color with a picture of big foot. and Is less fitted,B007CN90GI,shirt
B008BQNKW0,a branded tank-top and is lighter and has shorter sleeves,B008NMHFKA,shirt
B00CR90B10,has a collar and is white with buttons and a collar,B00CR90AA2,shirt
B0076CC8LO,is blue with words on it and has a red ketchup logo,B009W01D9G,shirt
B0088NZ5EW,is light blue with a haedphone print on ti and is a lighter color with a headphone graphic,B00EPO5MV4,shirt
B004HZH246,has more text and is lighter in color,B00CO8XFVC,shirt
B009EUERYM,is blacker with different graphics and has blacker background and blue hair,B00CPYOUVO,shirt
B002LKCCG2,is solid white and is lighter in color,B001CLB8T8,shirt
B000QF3RM2,is a black fitted t shirt and is solid black in color,B001YIO0LW,shirt
B009LJ132A,is white with black thin stripes and it is white,B001NPD4QI,shirt
B007UDQ6WG,has a darker color and a smaller slogan and is more dark coloured,B0013KXZB2,shirt
B008GOD6VM,is solid white with writing and has a different logo.,B004ZIV5Q6,shirt
B001UA336W,has white color background with black color stripes and A white shirt with stripes across .,B000EOQDEY,shirt
B000URUHME,is grey with same print in blue and is much lighter in color,B007WN8M12,shirt
B00BN3RT7U,has a white a blue logo and Has a like button graphic,B00CKWDUD0,shirt
B00BV2RPEA,is similar with a black collar and It is monochromatic,B00BV2TYO4,shirt
B00GMSU3E2,is white with shorter sleeves and is a tee shirt with more detailed graphic,B0043LDLGM,shirt
B00D641VLO,has an image in the middle with short sleeves and has no orange color image,B00D1DB3MW,shirt
B007JVDI4S,more details but lower quality than the desired product and has long sleeves,B00DGM09GO,shirt
B005BYYIQM,is black in color and has floral and is black color,B006WTL6W4,shirt
B007NLK8WE,is long sleeved lighter gray and button down and has buttons all the way up and long sleeves,B0057XRJZE,shirt
B007E34494,The shirt is blue with Elvis and a guitar. and green tropical print,B001FO9T7K,shirt
B009BXVY34,Is a short sleeved white shirt. With a picture on the front and is much lighter in color,B002CJ1Q46,shirt
B004W2P1J2,is dark grey and Is grey in color,B004F1MBCU,shirt
B001L2Y1UQ,The shirt is gray in color with a black design. and is a gray with a black graphic,B00BUZWI22,shirt
B005RPQX8G,has shorter sleeves and is more plaid and is blue and white with shorter sleeves,B0085BB5IM,shirt
B004NBXY0K,Has stripes and a darker color. and has strips,B004L63QDM,shirt
B00FMR0PLA,is whiter and less formal and Desired item is white with black text,B00EYKO9R2,shirt
B0095LORHC,has a larger yellow design and is bold and more elegant,B001KYUWM6,shirt
B003YM44WG,is yellow and is mustard yellow,B00ABI239C,shirt
B0087HLM6E,is lighter and Has a larger graphic,B005DTRBZK,shirt
B00C2V47PE,is red and has no buttons and is lighter,B00CORS3JC,shirt
B00AR1Z4EY,a long sleeve button up in navy and is darker and has a pattern,B008B5H77A,shirt
B007QZWLK4,The shirts are exactly the same. and is the same,B007QZWMC6,shirt
B0015N5NQM,has the Scorpion logo on it and has a smaller graphic on it,B00329OO94,shirt
B002SC53NW,has a lighter color and a different print and is tighter,B002Q3RBOW,shirt
B00BJHEB76,has a brighter color and a print of a Dodo on it and is yellow with a bird on there,B006NCPW5M,shirt
B00CMPOL4C,is slightly the same and is darker,B006O005XW,shirt
B004XFY4LO,has no sleeves with a girl on it and Has a tank top fit with female graphic,B00DEVN9MS,shirt
B00B5U6J2M,is darker with black lettering and has darker lettering,B0085VI2TM,shirt
B006ZZOASM,Is brown with a different animal print and is a brighter color and a different photo,B00B3JODMS,shirt
B0069V7APM,is dark colored with an image and has no buttons,B00DT7TJYO,shirt
B009Q42K1S,is white in color and is white with a different graphic,B009PMZKG8,shirt
B00B5WDLNU,brown shirt with a schnauzer and has a big print,B006ZZ5WES,shirt
B0049ALDTO,is a darker color and Is grey in color,B0049ADQ3A,shirt
B0041Q4Q2C,is long sleeved and checked. and has longer sleeves,B0041Q4OYW,shirt
B00C7SC1X2,is lighter with white trim and is light blue colored with stripes on it,B007IGEDDE,shirt
B000YA114A,is solid black and It is more dark,B004JFGOPM,shirt
B0079K4C8K,Has no sleeves and is blue and A bright light blue shirt /no sleeves,B005QR8VXK,shirt
B00C3OEK8O,The shirt is white in color with black writing. and is white,B00BQZ2J34,shirt
B00F2NBJ50,is black colored and the OBEY logo is on the back and is blue with Public Enemy on front,B001E8FGH4,shirt
B005DPO7PG,has im kind of a big deal written on it and is white logo with words only,B005JPM66W,shirt
B00ECEHQ6Q,has a short sleeve with cartoon art and Has a lighter color & small words,B00A007UAS,shirt
B00AQIF5VU,blue colored and a large graphic print and it has a deeper blue,B008BA602S,shirt
B008JGKKYS,is black in color and is darker colored and more pop culture,B00ED2TV7E,shirt
B001AMT0US,is solid black in color and is black,B00135D5JY,shirt
B009ZAFL28,Is striped with no logo and has stripes,B004QEZ7YA,shirt
B00BLRQ6LI,is blue and has numbers on sleeve and Blue Spain button up polo shirt,B00D20E8IK,shirt
B00A958DEG,is yellow colored and Is yellow,B002NWLR00,shirt
B00BNT6S94,is short sleeves with color stripes and is collared and has sleeves,B001D3NOA6,shirt
B005WXQKFE,has colorful and is more colorful,B005IDXEWA,shirt
B00B36166M,is a white y-shirt and has shorter sleees,B003IT6Y3M,shirt
B009E6T4NU,is more formal and has plaid and black plaid button up shirt,B004YO9GG2,shirt
B00DYVRA1Y,is a darker blue color and is darker,B00AWTMO12,shirt
B00AWVQXNA,is blue and is light blue in color,B0046IDWUC,shirt
B0088A8HHC,Is blue striped and is blue with white stripes,B00880ZRUW,shirt
B00AREOV4U,is longer and less formal and has brighter colored stripes with light blue background,B004ROFZXM,shirt
B009ZYQ61Y,has a darker color with an unidentifiable graphic and is darker colored and has a different graphic,B00A1W4GR0,shirt
B008N66I7C,has shorter sleeves and is a solid color and has shorter sleeves,B007F0AK4O,shirt
B0040205PO,has a shorter sleeve with text and Has shorter sleeves & is darker,B00CJT5VBS,shirt
B008X3Y9LM,has shorter sleeves and beige in top part and has shorter sleeved and a graphic,B0062XBL8E,shirt
B007RHFIBA,has a black color short sleeve with text and it is black,B007RGCS5K,shirt
B007RBUZKU,has more different color stripes and has a plaid pattern,B007ZNJYT8,shirt
B005TGG2P2,is grey and had a design on the back and Dark gray with gold puzzle,B00GJXRZOG,shirt
B00AIBGV5E,is darker and has shorter sleeves and is green and short sleeves,B000EG6CXY,shirt
B00BWYDYVK,Has shirter sleeves and has more white and has shorter sleeves and smaller left sided graphic,B0082D1L9Q,shirt
B004MYFRU8,has long of angry birds and A black shirt with white/red pattern on front,B004MYFQHW,shirt
B006DUKPVU, white graphic and is plain on the front and has a design on the back,B0057QR3MK,shirt
B008YDVMUW,is plain white with magazine cutout letters and is more white,B007LVMI1A,shirt
B009EUUKTS,is brighter and is a lighter color and has no graphic,B000GKDJ02,shirt
B006H6VZ8W,its white with colorful print and is more colorful and boyish,B001LV7U9G,shirt
B0067ACQQI,Is more dark and simple and is darker in color,B00AEYXHZC,shirt
B00DQBRF3A,is lighter with different graphics and is grey with DADD on front,B008OM4H0K,shirt
B00ASK905I,is white with a different logo and is white with a black logo,B0071J4G5I,shirt
B007XD5IRW,Is less casual and more fitted and has a white skinny tie,B009PNROYI,shirt
B004NWFRBS,is more for collars on shirts and has Power Stay and is black color,B001IVY2I6,shirt
B00CFDOE9S,has a more visible logo and is blue with a graphic on the back,B008ILTFOU,shirt
B004JV7SDI,has a simpler smalelr graphic and is more faded,B00DBFCO0A,shirt
B002L5WLSQ,is lighter in color and is brown and has large painting,B00DGRCE8A,shirt
B0072YG09M,is blue in color and blue in color,B0072ZJ5BQ,shirt
B0000E0AG5,is white and orange and is white and orange and collarless,B00BHK9F94,shirt
B009WKTXES,has buttoned front and is lighter color and has more buttons,B0089SY5QA,shirt
B00BF6LB6U,More white and stripped and has white and gray horizontal stripes,B005X5LECA,shirt
B005CHSWCE,Is more grey and fitted and is darker colored,B000P6IKDI,shirt
B007643TOW,is white with a single logo on it and is white and less graphic,B005HGT65M,shirt
B00AO1F758,is a dark polo shirt and has a wide white chest stripe,B005S2B66W,shirt
B0072C69B8,is longsleeved and dark and has longer sleeves,B0059BG18K,shirt
B009AVT0RY,diagonal colorful lines and has a slanted line design,B00C1EPB4I,shirt
B007QPAUAC,is more sexy and is a shirt,B00AQXA0FG,shirt
B001G8585W,is black and is much darker in colour,B0037VPVIU,shirt
B0050TEYIU,are dark in color and is two shirts in blue and a tshirt,B00485CZVA,shirt
B008R7F1GQ,is darker with a different pattern and is darker in color,B008R7FJZ4,shirt
B00GMCQIJ2,has shorter sleeves that are colored light blue and has shorter light blue sleeves and a v-neck,B00DVYI5YU,shirt
B000BNZFJM,is black in color with a cat pattern and is black with a panther on it,B009XEDL64,shirt
B004L6XWYA,Has a multi colored pattern with single color lettering. and is tie-dyed and bluer,B00500D2ZA,shirt
B006BL46WK,Has no graphic and is more plain and Is less revealing,B001DGMSAK,shirt
B006KEOBVY,is blue with floral patterns and is blue in color,B007T2HE7E,shirt
B00BFRZC00,is green with longer sleeves and is green with longer sleeves,B001FZKK04,shirt
B001AN6E60,has a red color with one pocket and is red colored with a pocket,B00079ZW6G,shirt
B004TVH1HQ,is black with white designs and is black without a collar and a white logo.,B004KP9UDO,shirt
B000TJ59IA,is darker and is black and says flash gordon,B000U6KLQM,shirt
B00591HRGA,is sea green blue and is blue and less athletic,B004ON467M,shirt
B001MX75FC,The t-shirt is blue with sea turtles. and has more blue color to it,B000MVEZF8,shirt
B0072D7NMG,is darker and is darker,B000OT9CEM,shirt
B000QWYMWO,has no logo and is similar without graphic,B000XMKLUO,shirt
B003MAE5DI,is black colored with a red image and is a black t shirt with a red emblem,B005REHTLC,shirt
B0049ATR9W,is brighter in color with bird art and is lighter with a more avian print,B00B5W9DLY,shirt
B005EVR9SQ,has short sleeves and is a lighter color and is warmer,B0059PB1R2,shirt
B00BQZ2J34,is black and is black and a logo of fox,B009GEU5KG,shirt
B0097A2WRS,is a simpler button down shirt with no collar and Is white with a round collar.,B005GREYCM,shirt
B003ITWBFM,Is grey with black and white stripes. and is more formal,B000TQNL92,shirt
B001M0MYPG,is solid white and A white long sleeved buttoned shirt,B001M0MZYQ,shirt
B002DVVYSQ,has more colors and is more colorful,B003F84NTI,shirt
B0058ZQBNC,logo across bright red shirt and is red and has no buttons,B00AAQTEXI,shirt
B00A8GDQ2U,has more colors and has contrast placket and is blue,B008YIA0BE,shirt
B009UTSCQG,Is more brown and cropped and is brown,B0046IB34Y,shirt
B005SJAY4A,says i heart parrots and has a different logo,B008L61QPS,shirt
B0057X86Z6,is a grey button down long sleeve shirt and long sleeved,B000TJP2W8,shirt
B00BLR6ZMS,is pink and has long sleeves and pink plain solid buttoned business shirt with blue tie,B00006M009,shirt
B0052OT97O,is green in color and is solid green with no collar or buttons,B009XU6390,shirt
B0042AOWMG,Has a red graphic and has a red logo,B00BJHDWIU,shirt
B006LWF4XY,Is royal blue with a green frog and is lighter,B006JD9EMW,shirt
B00BTHSG4A,has longer sleeves and is darker and is bolder,B004H9VRWA,shirt
B003IYBBXK,is black with a white skull and has buttons at neck,B004TTZ4C2,shirt
B004TNEWFS,is green with white bears and is more olive green colored,B004QDSC8Y,shirt
B00AOCAO9G,is blue checkered and has buttons and a collar and is blue check,B00AOIA27O,shirt
B002B4S35M,is more of a solid color and is looser,B0046YO2WI,shirt
B007HB6F7M,is lighter and has a different graphic and is more adolescent and red.,B009H4RTT0,shirt
B007E98E2G,is less faded and it is grey,B00863DEJM,shirt
B00AL1VAZW,has a bigger image and is darker,B009S8OWR2,shirt
B00AFJMRNY,has fewer words printed and is simpler,B00COY452E,shirt
B005LAJMOO,The shirt is blue with white stripes. and Desired item is blue with white stripes and button collar,B005PY7UOA,shirt
B00B70I1HQ,has large stripes and is blue,B006Z2FX1S,shirt
B00AN7XL10,is short sleeved with patern on front and is black colored and short sleeved,B002ZG7KMS,shirt
B004KF4PM0,is green and Green with army logo,B007KPX2EE,shirt
B00AIOXQMW,is black with red words and Black shirt with bright red letters across chest.,B004XFY478,shirt
B00EBE6H3A,is red with a different logo and has more color,B00FJ3OEIW,shirt
B007XCS7I0,is blue with a different logo and is more clorful,B008OJIV5K,shirt
B006N021YY,is darker in color with larger graphics and is black with blue and pink lettering,B009ELX4C2,shirt
B00CB3CJSA,Grey and tighter and is grey in color,B00BUMHOLA,shirt
B00AA0YNMG,is more colorful and is lighter in color and has an indians logo,B0059RA21Q,shirt
B009VDFPCA,has contrasting cuffs and narrower stripes and is a lighter color with only vertical stripes,B00AREOV4U,shirt
B001DUXO5Y,is blue with no stripes and is more bright,B00BLRA8VM,shirt
B00C9T2YAE,is less graphics and is smaller logo and pockets,B0051D3CHY,shirt
B00BTCEVJE,has a lighter color and a print and It is more casual and more print,B00EZCX95M,shirt
B0086TY04O,is black with buttons and pockets and A solid black buttoned shirt,B00BQ9FXD8,shirt
B000W18WOI,is lighter and Desired item has blue vertical stripes,B008B5HE3M,shirt
B004Y6ZXWG,is white with a football player and it is white and has a red print,B009D1SZ8Q,shirt
B00AIUIG8A,has more designs and is light mint color plaid color,B008DVZG9S,shirt
B00BIRS0YM,is long sleeve with more textures and is white with red logo,B007QICCGY,shirt
B0015N3W6U,Has a larger graphic and less black and Is dark grey with Transformers graphic,B009R8Z6G4,shirt
B00BI399PK,is a long sleeved white colored dress shirt and is striped and is paler,B005X5L46G,shirt
B003R4BIDY,has a larger graphic and is more distressed and Is darker with a larger American flag,B00CVK7XJ8,shirt
B00COCMJ2O,The shirt is black with a yellow bloody smiley face. and is black with yellow logo,B0050DD5RM,shirt
B00137SEG6,is red colored and Is red,B00137RYS0,shirt
B0067M4XY4,is black colored with an inappropriate message and Is black and white,B0001TPDOI,shirt
B000VTI5MA,The shirt is white with a picture of a flounder. and has a fish on it,B0075VJEQ8,shirt
B008RK9ZF6,is black in color with text in center. and Is blue with a similar but different design.,B00A4NIDWA,shirt
B0042RHIQG,has text 'Noble Team' and has more graphics,B005BRP732,shirt
B008RBSVNM,is black with red designs and is more masculine and bold,B006ONOR74,shirt
B0059E1T8Y,Is white t-shirt and short sleeves. and is lighter and is a t shirt,B003BKWG3K,shirt
B004LQ1OEU,Is more casual and more black and doesn't have buttons and is black in color,B0072M7XCC,shirt
B00BS7FETG,Is a jersey and has a graphic and is a brown screen tee,B007KX2LD4,shirt
B007ETPUKA,has a skull on it without collar or buttons and is darker in color and less buttons,B008K19X5E,shirt
B00EU3EU54,Is black and short sleeve with a scoop neck and A solid black shirt with short sleeves,B004QMAARQ,shirt
B008G9SQW6,is lighter with different graphics and is red,B00CQAY22Y,shirt
B007J8PBB4,is black with sleeves and has longer sleeves,B0052N1Z7M,shirt
B005MRG6KE,has red and is darker,B00COKAKMC,shirt
B00FGCAENU,is exactly the same and they are the same,B006DJVQNW,shirt
B004O7GBCG,black with a yellow print and has a gold and white logo on front,B003C4PW5E,shirt
B0001YR4FE,has a darker color and short sleeves and is black with shorter sleeved,B000QWOXKA,shirt
B00DAO8X6G,The shirt is dark blue and has larger stripes,B00AREJH8K,shirt
B0051EAWG2,Is more striped and less buttoned and has more stripes,B0051EBAP4,shirt
B001KY04CO,is yellow and is lighter,B00AP60SBU,shirt
B003DZ0Z4U,is t shirt in a light blue and is lighter,B001OOF79A,shirt
B007W3MP7E,is darker with different words and is a darker color and has smaller writing on it.,B009OLG9BU,shirt
B007ZTJPSC,Is pink and more girly and is pink with image,B004J8JKSC,shirt
B0089OFZKY,is more elastic and Is black but from the same movie.,B001TORF9U,shirt
B00A1BCCT0,Is black with the words Sleep is for the weak on front and A black shirt with purple/blue letters,B008PWQOH8,shirt
B004CSJTRG,has a white slogan written on it and has more printed words,B0064BHGME,shirt
B00BPBNTGK,has shorter sleeves and gray with rocky mountain oyster bar,B000IW2C4W,shirt
B00406YYVQ,is light blue colored and Is blue,B005DIHJWG,shirt
B002N8A368,Is more red and wordy and is red and more humorous,B006H6WGEO,shirt
B002KQNOSM,a blue faber college shirt and has a larger graphic and is more blue in colour,B00279UL1A,shirt
B0050117P6,has more buttons and is more formal and is darker,B004OYY71G,shirt
B008400ZJO,A brown shirt with a cream printed logo and is darker,B008400WUG,shirt
B0061RXQ0M,is black in color and is black with a red and white logo,B008B0RMD4,shirt
B00BEIGWM2,Is a satin robe and is long length and dark shiny blue,B00BP45VRM,shirt
B0019RJHI4,is dark brown color with an image and is lighter with image,B0019RR21S,shirt
B000EW0L3A,Is more whimsical and has text,B007KANWH6,shirt
B000BNZFJM,The shirt is a tie dye. and is gayer,B005SGTGOW,shirt
B00936RVF4,Is more blue and lighter and has more white in it,B00B9ZHDIC,shirt
B0036SP2YW,is lighter and is white,B00FJ0KI3K,shirt
B005C91I4G,is more colorful and more masculine and is more emo,B007DJ2O14,shirt
B0057QIS7Y,is more diagonal and is collarless and has more white color,B00D5ZYCGK,shirt
B006H4K7JC,has shorter sleeves and four different colors and green on front.,B007GNIIJY,shirt
B00B8Y6S1M,has short sleeves and is not formal and has shorter sleeves,B00AFJL9QU,shirt
B000OMGIG4,is slim and darker in color\ and A purple shirt with black letters on chest,B00BG2FMRC,shirt
B003UWR9S6,is dark blue and is blue with red and yellow log,B006WRH7NI,shirt
B000EGI2UA,is a shirt with short sleeves and a bright color and is red with buttons and a collar,B008C9E5Q6,shirt
B001MDJNHU,is darker colored; camel colored and is darker in colour,B003C7L4QC,shirt
B000LZ71P6,is black short sleeved collar shirt with bright hawaiian print and has a black background with a floral design,B004D05XZU,shirt
B000VIIUVM,has a pink tie and has a red tie,B000VIKI3A,shirt
B000GIL1W2,is a bit more brighter and is the same,B000FH56TI,shirt
B005USAHJ6,is brighter and is lighter,B000VTFFB4,shirt
B006UDC9BY,has pinstripe print and is lighter and striped,B004E8NF2Y,shirt
B005LRVECU,is blue and a blue crew neck tee with white imprint,B00C5R4W3C,shirt
B008U8VBSY,The shirt is gray in color with a green collar. and is gray and green with front and back graphic,B00A9IJLQW,shirt
B00GPOMWEW,is orange with no sleeves and is orange and sleeveless,B004PA6R80,shirt
B008AY1AMU,is lighter with different graphics and is lighter,B0046IDVOE,shirt
B00AHYNBBE,is a black t shirt with the bands faces on it and is darker,B008BTOAD0,shirt
B000LPYP0A,has shorter sleeves and is brighter and Is all red with shorter sleeves,B004863VXK,shirt
B0078VA144,is dark colored short sleeved t-shirt with perched eagle print and is darker,B000OFJPFW,shirt
B008FQ1LHC,is a dark colored dress wear and is black with Nautica on front,B002AQBFM4,shirt
B0012ODHMG,is orange and has long sleeves and is solid orange,B0036O75CI,shirt
B00838VHC6,has a slightly larger collar and different pattern and is lighter in color,B00CWEH5BY,shirt
B00B80ODD6,is black with white designs and is darker,B009R6ZUWQ,shirt
B009X98WPE,Has larger sleeves and is white and is white with longer sleeves,B00E6O0DJO,shirt
B0033HKRF0,is red and is red and collared,B006TC6JHG,shirt
B003QOGCIG,is red and is red,B008LOPWM8,shirt
B00AA0YNMG,is gray with orange stripes and is lighter in color,B001W6WMZC,shirt
B00266MDAQ,Is green and has no sleeves and has not graphic,B00A4AWQEO,shirt
B006NA0704,longer sleeve and gray and is gray and western,B00FMRW05E,shirt
B0052FPGRK,is maroon and has a different logo and is more brown colored,B000SKSUCM,shirt
B004HTWUI0,is black with a yellow truck and has truck graphic and black background,B000TAVO56,shirt
B003VM80SS,is black colored purse and is a wallet,B0007XXUQG,shirt
B005N9761O,Is more colorful and logo and has a picture of a car,B00C3GQCVK,shirt
B007DJ3242,Is more grey and less wordy and is grey with a much smaller graphic,B00BLQJ4BI,shirt
B009VE8R10,Is black in color with white writing. and is black with white lettering,B00EA95PBG,shirt
B0036X977A,is gray and Is a lighter grey button up shirt,B006TXXOZ0,shirt
B004AXKEQI,is sort sleeve striped polo and white/gray polo shirt with collar,B003MAIICW,shirt
B00BGN8KFW,has a white backgtound with orange and blue as a design and A white with bright blue/orange print shirt,B00CF439L6,shirt
B0095BJ8Y4,more formal and lighter color and is more formal,B002SXMDW0,shirt
B0075GLQXC,has a brighter color and Desired item is lavender and has a jar pictured,B007VYR2J0,shirt
B00D9NTZ5Q,is more green and revealing and is sleeveless with stripes,B0077Y5ULG,shirt
